U1300,"U1300 DNA Polymerase I Large (Klenow) Fragment Mini Kit, 150u",150u,EA,175.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,U1300,DNA Polymerases,12-35-22-04,111,41116133,EA,"PRMK,U1300,EA",Promega,UCOP,2014-11-03
M2181,"M2181 Klenow Fragment, Exonuclease Minus, 100u",100u,EA,38.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M2181,Exonucleases,12-35-22-04,111,41116133,EA,"PRMK,M2181,EA",Promega,UCOP,2014-11-03
M4211,"M4211 T4 DNA Polymerase, 100u",100u,EA,67.90,,,1.0,67.9,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4211,DNA Polymerases,12-35-22-04,111,41116134,EA,"PRMK,M4211,EA",Promega,UCOP,2014-11-03
M4215,"M4215 T4 DNA Polymerase, 500u",500u,EA,266.00,,,3.0,266.0,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4215,DNA Polymerases,12-35-22-04,111,41116134,EA,"PRMK,M4215,EA",Promega,UCOP,2014-11-03
M1871,"M1871 Terminal Deoxynucleotidyl Transferase, Recombinant, 300u",300u,EA,56.00,,,1.0,56.0,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1871,Transferases,12-35-22-04,111,41116134,EA,"PRMK,M1871,EA",Promega,UCOP,2014-11-03
M1875,"M1875 Terminal Deoxynucleotidyl Transferase, Recombinant, 1,500u","1,500u",EA,196.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1875,Transferases,12-35-22-04,111,41116134,EA,"PRMK,M1875,EA",Promega,UCOP,2014-11-03
M1893,"M1893 Terminal Transferase Buffer Pack, 3 x 500microl",3 x 500microl,EA,14.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1893,Biological Buffers,12-16-17-00,278,41116134,EA,"PRMK,M1893,EA",Promega,UCOP,2014-11-03
P1081,"P1081 SP6 RNA Polymerase, 5,000u","5,000u",EA,580.56,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,P1081,RNA Polymerases,12-35-22-04,111,41105803,EA,"PRMK,P1081,EA",Promega,UCOP,2014-11-03
P1085,"P1085 SP6 RNA Polymerase, 1,000u","1,000u",EA,172.20,,,1.0,172.2,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,P1085,RNA Polymerases,12-35-22-04,111,41105803,EA,"PRMK,P1085,EA",Promega,UCOP,2014-11-03
P4084,"P4084 SP6 RNA Polymerase (HC), 2,500u","2,500u",EA,332.10,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,P4084,RNA Polymerases,12-35-22-04,111,41105803,EA,"PRMK,P4084,EA",Promega,UCOP,2014-11-03
P2075,"P2075 T7 RNA Polymerase, 1,000u","1,000u",EA,59.04,,,2.0,59.04,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,P2075,RNA Polymerases,12-35-22-04,111,41105803,EA,"PRMK,P2075,EA",Promega,UCOP,2014-11-03
P2077,"P2077 T7 RNA Polymerase, 5,000u","5,000u",EA,199.26,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,P2077,RNA Polymerases,12-35-22-04,111,41105803,EA,"PRMK,P2077,EA",Promega,UCOP,2014-11-03
P4074,"P4074 T7 RNA Polymerase (HC), 10,000u","10,000u",EA,329.64,,,3.0,329.64,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,P4074,RNA Polymerases,12-35-22-04,111,41105803,EA,"PRMK,P4074,EA",Promega,UCOP,2014-11-03
P2083,"P2083 T3 RNA Polymerase, 1,000u","1,000u",EA,40.18,,,2.0,40.18,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,P2083,RNA Polymerases,12-35-22-04,111,41105803,EA,"PRMK,P2083,EA",Promega,UCOP,2014-11-03
P4024,"P4024 T3 RNA Polymerase (HC), 2,500u","2,500u",EA,76.26,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,P4024,RNA Polymerases,12-35-22-04,111,41105803,EA,"PRMK,P4024,EA",Promega,UCOP,2014-11-03
M5101,"M5101 AMV Reverse Transcriptase, 300u",300u,EA,70.00,,,5.0,70.0,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M5101,Reverse Transcriptases,12-35-22-04,111,41116134,EA,"PRMK,M5101,EA",Promega,UCOP,2014-11-03
M5108,"M5108 AMV Reverse Transcriptase, 1,000u","1,000u",EA,186.90,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M5108,Reverse Transcriptases,12-35-22-04,111,41116134,EA,"PRMK,M5108,EA",Promega,UCOP,2014-11-03
M9004,"M9004 AMV Reverse Transcriptase (HC), 600u",600u,EA,133.70,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M9004,Reverse Transcriptases,12-35-22-04,111,41116134,EA,"PRMK,M9004,EA",Promega,UCOP,2014-11-03
M1701,"M1701 M-MLV Reverse Transcriptase, 10,000u","10,000u",EA,44.80,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1701,Reverse Transcriptases,12-35-22-04,111,41116134,EA,"PRMK,M1701,EA",Promega,UCOP,2014-11-03
M1705,"M1705 M-MLV Reverse Transcriptase, 50,000u","50,000u",EA,170.80,,,3.0,170.8,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1705,Reverse Transcriptases,12-35-22-04,111,41116134,EA,"PRMK,M1705,EA",Promega,UCOP,2014-11-03
M5313,"M5313 M-MLV Reverse Transcriptase Buffer Pack, 2 x 1ml",2 x 1ml,EA,12.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M5313,Biological Buffers,12-16-17-00,278,41116134,EA,"PRMK,M5313,EA",Promega,UCOP,2014-11-03
M1801,"M1801 T4 DNA Ligase, 100u",100u,EA,33.60,,,1.0,33.6,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1801,DNA Ligases,12-35-22-04,111,41116134,EA,"PRMK,M1801,EA",Promega,UCOP,2014-11-03
M1804,"M1804 T4 DNA Ligase, 500u",500u,EA,133.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1804,DNA Ligases,12-35-22-04,111,41116134,EA,"PRMK,M1804,EA",Promega,UCOP,2014-11-03
M1794,"M1794 T4 DNA Ligase (HC), 500u",500u,EA,136.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1794,DNA Ligases,12-35-22-04,111,41116134,EA,"PRMK,M1794,EA",Promega,UCOP,2014-11-03
C1263,"C1263 T4 DNA Ligase Buffer Pack, 1.5ml",1.5ml,EA,12.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,C1263,DNA Ligases,12-35-22-04,111,41116134,EA,"PRMK,C1263,EA",Promega,UCOP,2014-11-03
M1051,"M1051 T4 RNA Ligase, 500u",500u,EA,89.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1051,RNA Ligases,12-35-22-04,111,41116134,EA,"PRMK,M1051,EA",Promega,UCOP,2014-11-03
M4101,"M4101 T4 Polynucleotide Kinase, 100u",100u,EA,38.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4101,Polynucleotide Kinases,12-35-22-04,111,41116134,EA,"PRMK,M4101,EA",Promega,UCOP,2014-11-03
M4103,"M4103 T4 Polynucleotide Kinase, 1,000u","1,000u",EA,282.10,,,1.0,282.1,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4103,Polynucleotide Kinases,12-35-22-04,111,41116134,EA,"PRMK,M4103,EA",Promega,UCOP,2014-11-03
C1313,"C1313 T4 PNK Buffer Pack, 1.5ml",1.5ml,EA,19.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,C1313,Polynucleotide Kinases,12-35-22-04,111,41116134,EA,"PRMK,C1313,EA",Promega,UCOP,2014-11-03
M1811,"M1811 Exonuclease III, 5,000u","5,000u",EA,59.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1811,Exonucleases,12-35-22-04,111,41116134,EA,"PRMK,M1811,EA",Promega,UCOP,2014-11-03
M1815,"M1815 Exonuclease III, 25,000u","25,000u",EA,192.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1815,Exonucleases,12-35-22-04,111,41116134,EA,"PRMK,M1815,EA",Promega,UCOP,2014-11-03
M4311,"M4311 Mung Bean Nuclease, 2,000u","2,000u",EA,64.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4311,Other Enzymes,12-35-22-04,111,41116134,EA,"PRMK,M4311,EA",Promega,UCOP,2014-11-03
M4281,"M4281 Ribonuclease H, 50u",50u,EA,137.90,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4281,Ribonucleases (RNase),12-35-22-04,111,41116134,EA,"PRMK,M4281,EA",Promega,UCOP,2014-11-03
M4285,"M4285 Ribonuclease H, 250u",250u,EA,508.20,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4285,Ribonucleases (RNase),12-35-22-04,111,41116134,EA,"PRMK,M4285,EA",Promega,UCOP,2014-11-03
M4261,"M4261 RNase ONE Ribonuclease, 1,000u","1,000u",EA,77.70,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4261,Ribonucleases (RNase),12-35-22-04,111,41116134,EA,"PRMK,M4261,EA",Promega,UCOP,2014-11-03
M4265,"M4265 RNase ONE Ribonuclease, 5,000u","5,000u",EA,254.10,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M4265,Ribonucleases (RNase),12-35-22-04,111,41116134,EA,"PRMK,M4265,EA",Promega,UCOP,2014-11-03
M6101,"M6101 RQ1 RNase-Free DNase, 1,000u","1,000u",EA,34.30,,,7.0,33.65,4.55,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M6101,Deoxyribonucleases (DNase),12-35-22-04,111,41116133,EA,"PRMK,M6101,EA",Promega,UCOP,2014-11-03
M5761,"M5761 S1 Nuclease, 10,000u","10,000u",EA,28.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M5761,Other Enzymes,12-35-22-04,111,41116134,EA,"PRMK,M5761,EA",Promega,UCOP,2014-11-03
M1821,"M1821 Alkaline Phosphatase, Calf Intestinal, 1,000u","1,000u",EA,54.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1821,Alkaline Phosphatases,12-35-22-04,111,41116134,EA,"PRMK,M1821,EA",Promega,UCOP,2014-11-03
M2825,"M2825 Alkaline Phosphatase, Calf Intestinal (HC), 1,000u","1,000u",EA,54.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M2825,Alkaline Phosphatases,12-35-22-04,111,41116134,EA,"PRMK,M2825,EA",Promega,UCOP,2014-11-03
M1833,"M1833 CIAP Buffer Pack, 1.5ml",1.5ml,EA,16.80,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M1833,Alkaline Phosphatases,12-35-22-04,111,41116134,EA,"PRMK,M1833,EA",Promega,UCOP,2014-11-03
V3021,"V3021 Proteinase K, 100mg",100mg,EA,93.60,,,,,,False,"*Item disabled in Item Administration*    Product Vertical(s): Lab Supplies    Category path: Molecular Biology>Proteins, Enzymes>Enzymes>Proteases",PO_n_NotOpenOrder_Suppliers,Promega Corporation,V3021,Proteases,12-35-22-04,111,41116133,EA,"PRMK,V3021,EA",Promega,UCOP,2014-11-03
M3011,"M3011 Single-Stranded DNA Binding Protein, 100microg",100microg,EA,64.40,,,1.0,64.4,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M3011,DNA Binding Proteins,12-35-22-02,111,41116134,EA,"PRMK,M3011,EA",Promega,UCOP,2014-11-03
M2851,"M2851 Topoisomerase I, 200u",200u,EA,106.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,M2851,Other Enzymes,12-35-22-04,111,41116134,EA,"PRMK,M2851,EA",Promega,UCOP,2014-11-03
N2111,"N2111 RNasin Ribonuclease Inhibitor, 2,500u","2,500u",EA,149.25,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,N2111,Ribonuclease Inhibitors,12-35-22-00,111,41116134,EA,"PRMK,N2111,EA",Promega,UCOP,2014-11-03
N2115,"N2115 RNasin Ribonuclease Inhibitor, 10,000u","10,000u",EA,366.75,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,N2115,Ribonuclease Inhibitors,12-35-22-00,111,41116134,EA,"PRMK,N2115,EA",Promega,UCOP,2014-11-03
N2511,"N2511 Recombinant RNasin Ribonuclease Inhibitor, 2,500u","2,500u",EA,84.00,,,14.0,84.0,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,N2511,Ribonuclease Inhibitors,12-35-22-00,111,41116133,EA,"PRMK,N2511,EA",Promega,UCOP,2014-11-03
N2515,"N2515 Recombinant RNasin Ribonuclease Inhibitor, 10,000u","10,000u",EA,204.00,,,18.0,204.0,0.0,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,N2515,Ribonuclease Inhibitors,12-35-22-00,111,41116133,EA,"PRMK,N2515,EA",Promega,UCOP,2014-11-03
R9991,"R9991 MULTI-CORE Buffer Pack, 3 x 1ml",3 x 1ml,EA,9.10,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R9991,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R9991,EA",Promega,UCOP,2014-11-03
R9921,"R9921 4-CORE Buffer Pack (Buffers A, B, C and D), 1ml each, 4ml",4ml,EA,9.10,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R9921,Biological Buffers,12-16-17-00,278,41116133,EA,"PRMK,R9921,EA",Promega,UCOP,2014-11-03
R9461,"R9461 Bovine Serum Albumin, Acetylated, 400microl",400microl,EA,8.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R9461,Bovine Serum,12-35-22-07,278,41116134,EA,"PRMK,R9461,EA",Promega,UCOP,2014-11-03
Y9341,"Y9341 Promega Flipper Rack, Blue, 8 x 8 tubes",8 x 8 tubes,EA,9.10,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,Y9341,Racks,41-12-28-00,111,41122801,EA,"PRMK,Y9341,EA",Promega,UCOP,2014-11-03
Y9422,"Y9422 Promega Flipper Rack, Purple, 8 x 12 tubes",8 x 12 tubes,EA,9.10,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,Y9422,Racks,41-12-28-00,111,41122801,EA,"PRMK,Y9422,EA",Promega,UCOP,2014-11-03
R6411,"R6411 AccI, 100u",100u,EA,75.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6411,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6411,EA",Promega,UCOP,2014-11-03
R6415,"R6415 AccI, 500u",500u,EA,192.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6415,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6415,EA",Promega,UCOP,2014-11-03
R6581,"R6581 AccIII, 200u",200u,EA,81.90,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6581,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6581,EA",Promega,UCOP,2014-11-03
R7251,"R7251 AgeI, 100u",100u,EA,63.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R7251,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R7251,EA",Promega,UCOP,2014-11-03
R6281,"R6281 AluI, 500u",500u,EA,59.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6281,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6281,EA",Promega,UCOP,2014-11-03
R6361,"R6361 ApaI, 5,000u","5,000u",EA,69.30,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6361,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6361,EA",Promega,UCOP,2014-11-03
R4364,"R4364 ApaI (HC), 25,000u","25,000u",EA,183.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R4364,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R4364,EA",Promega,UCOP,2014-11-03
R6131,"R6131 AvaII, 100u",100u,EA,28.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6131,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6131,EA",Promega,UCOP,2014-11-03
R6135,"R6135 AvaII, 1,000u","1,000u",EA,183.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6135,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6135,EA",Promega,UCOP,2014-11-03
R6691,"R6691 BalI, 50u",50u,EA,88.20,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6691,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6691,EA",Promega,UCOP,2014-11-03
R6695,"R6695 BalI, 250u",250u,EA,320.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6695,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6695,EA",Promega,UCOP,2014-11-03
R6021,"R6021 BamHI, 2,500u","2,500u",EA,33.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6021,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6021,EA",Promega,UCOP,2014-11-03
R6025,"R6025 BamHI, 12,500u","12,500u",EA,112.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6025,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6025,EA",Promega,UCOP,2014-11-03
R4024,"R4024 BamHI (HC), 12,500u","12,500u",EA,95.90,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R4024,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R4024,EA",Promega,UCOP,2014-11-03
R4027,"R4027 BamHI (HC), 50,000u","50,000u",EA,167.30,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R4027,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R4027,EA",Promega,UCOP,2014-11-03
R6891,"R6891 BanI, 200u",200u,EA,49.70,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6891,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6891,EA",Promega,UCOP,2014-11-03
R6651,"R6651 BclI, 1,000u","1,000u",EA,70.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6651,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6651,EA",Promega,UCOP,2014-11-03
R6071,"R6071 BglI, 1,000u","1,000u",EA,41.30,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6071,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6071,EA",Promega,UCOP,2014-11-03
R6077,"R6077 BglI, 5,000u","5,000u",EA,165.20,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6077,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6077,EA",Promega,UCOP,2014-11-03
R4074,"R4074 BglI (HC), 5,000u","5,000u",EA,127.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R4074,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R4074,EA",Promega,UCOP,2014-11-03
R6081,"R6081 BglII, 500u",500u,EA,29.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6081,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6081,EA",Promega,UCOP,2014-11-03
R6085,"R6085 BglII, 2,500u","2,500u",EA,109.90,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6085,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6085,EA",Promega,UCOP,2014-11-03
R6087,"R6087 BglII, 10,000u","10,000u",EA,365.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6087,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6087,EA",Promega,UCOP,2014-11-03
R6831,"R6831 BssHII, 100u",100u,EA,49.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6831,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6831,EA",Promega,UCOP,2014-11-03
R6835,"R6835 BssHII, 500u",500u,EA,165.90,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6835,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6835,EA",Promega,UCOP,2014-11-03
R6641,"R6641 BstEII, 2,000u","2,000u",EA,53.20,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6641,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6641,EA",Promega,UCOP,2014-11-03
R6471,"R6471 BstXI, 250u",250u,EA,29.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6471,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6471,EA",Promega,UCOP,2014-11-03
R6475,"R6475 BstXI, 1,000u","1,000u",EA,109.90,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6475,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6475,EA",Promega,UCOP,2014-11-03
R6241,"R6241 CfoI, 3,000u","3,000u",EA,70.70,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6241,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6241,EA",Promega,UCOP,2014-11-03
R6551,"R6551 ClaI, 500u",500u,EA,52.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6551,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6551,EA",Promega,UCOP,2014-11-03
R6555,"R6555 ClaI, 2,500u","2,500u",EA,175.70,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6555,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6555,EA",Promega,UCOP,2014-11-03
R6675,"R6675 CspI, 500u",500u,EA,320.60,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6675,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6675,EA",Promega,UCOP,2014-11-03
R6291,"R6291 DdeI, 200u",200u,EA,24.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6291,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6291,EA",Promega,UCOP,2014-11-03
R6295,"R6295 DdeI, 1,000u","1,000u",EA,81.20,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6295,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6295,EA",Promega,UCOP,2014-11-03
R6231,"R6231 DpnI, 200u",200u,EA,50.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6231,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6231,EA",Promega,UCOP,2014-11-03
R6271,"R6271 DraI, 2,000u","2,000u",EA,42.00,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6271,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6271,EA",Promega,UCOP,2014-11-03
R6731,"R6731 Eco47III, 50u",50u,EA,60.20,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6731,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6731,EA",Promega,UCOP,2014-11-03
R6951,"R6951 EcoICRI, 1,000u","1,000u",EA,59.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6951,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6951,EA",Promega,UCOP,2014-11-03
R6011,"R6011 EcoRI, 5,000u","5,000u",EA,24.50,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6011,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6011,EA",Promega,UCOP,2014-11-03
R6017,"R6017 EcoRI, 15,000u","15,000u",EA,57.40,,,,,,True,,PO_n_NotOpenOrder_Suppliers,Promega Corporation,R6017,Restriction Enzymes,12-35-22-04,111,41116134,EA,"PRMK,R6017,EA",Promega,UCOP,2014-11-03
